,Created At,Text,Geo Coordinates.latitude,Geo Coordinates.longitude,User Location,Username,User Screen Name,Retweet Count,Classificacao,Observação,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
4685,Mon Jan 09 16:06:47 +0000 2017,"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",,,,Edielson Melo,Edielson08,39,Neutro,,,,,,,,,,,,,,,,
4686,Mon Jan 09 16:58:37 +0000 2017,"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",,,brasil,wellingtonlopes,wlopespc,39,Neutro,,,,,,,,,,,,,,,,
4687,Mon Jan 09 17:28:59 +0000 2017,"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",,,"Recife, Brasil",Bruna �,Bruninhascr,39,Neutro,,,,,,,,,,,,,,,,
4688,Mon Jan 09 18:10:53 +0000 2017,"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",,,Recife - PE,Gabriel Matheus,gabriiel_scr,39,Neutro,,,,,,,,,,,,,,,,
4689,Mon Jan 09 18:56:43 +0000 2017,"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",,,Brasil,lucas Aguiar,lucasaguiarlira,39,Neutro,,,,,,,,,,,,,,,,
4690,Mon Jan 09 20:56:41 +0000 2017,"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",,,Jaboatão dos Guararapes,Day,DayFeitoosa,39,Neutro,,,,,,,,,,,,,,,,
4691,Mon Jan 09 21:39:05 +0000 2017,"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",,,"Olinda,PE, Brasil",Ricardo S Araujo,ricoaraujo52,39,Neutro,,,,,,,,,,,,,,,,
4692,Mon Jan 09 22:20:19 +0000 2017,"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",,,,�,alexsanderrr_,39,Neutro,,,,,,,,,,,,,,,,
4693,Mon Jan 09 22:48:16 +0000 2017,"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",,,"Recife, Brasil",Lincoln Carlos,lincolncarlosjz,39,Neutro,,,,,,,,,,,,,,,,
4694,Mon Jan 09 23:31:16 +0000 2017,"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",,,,Micaela Alves,Micaela29822677,39,Neutro,,,,,,,,,,,,,,,,
4695,Tue Jan 10 00:42:54 +0000 2017,"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",,,Recife/PE,Toni Sencades,ToniSencades,39,Neutro,,,,,,,,,,,,,,,,
4696,Tue Jan 10 00:55:35 +0000 2017,"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",,,,Rafa,rafinhaa_s,39,Neutro,,,,,,,,,,,,,,,,
4697,Tue Jan 10 01:15:51 +0000 2017,"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",,,"Recife, Pernambuco",Felipe Santana,_feliipesantana,39,Neutro,,,,,,,,,,,,,,,,
4698,Tue Jan 10 03:08:09 +0000 2017,"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense

Pra ser convocado tem que mudar de…",,,Olinda,Rinaldo Júlio,Rinaldojulio,39,Neutro,,,,,,,,,,,,,,,,
4699,Fri Jan 06 04:19:34 +0000 2017,"RT @Whackybus: Panelas? Alguém?
Petrobras aumenta preço do diesel nas refinarias em 6,1% em média - Economia - Estado de Minas https://t.co…",,,,Zeca,andiamomeno,2,Neutro,,,,,,,,,,,,,,,,
4700,Fri Jan 06 08:30:39 +0000 2017,"RT @Whackybus: Panelas? Alguém?
Petrobras aumenta preço do diesel nas refinarias em 6,1% em média - Economia - Estado de Minas https://t.co…",,,Brazil,Paul Nery,paulnery,2,Neutro,,,,,,,,,,,,,,,,
4701,Thu Jan 05 14:23:26 +0000 2017,RT @Wudson_: https://t.co/CTQu58FEkg …https://t.co/LozJadnu6y https://t.co/fkRRnrO5ou  #ForaRenanCalheiros https://t.co/t3v6KXLLma,,,,Anderson Nascimento,Anderson_Vida1,1,Neutro,,,,,,,,,,,,,,,,
4702,Fri Jan 06 08:33:03 +0000 2017,"RT @xandalquadros: Com seis casos confirmados, Diamantina tem surto de malária - Gerais - Estado de Minas https://t.co/2Sg4mswHqv",,,BHZ,Edmilson Magalhães,Edmilsonmm,1,Neutro,,,,,,,,,,,,,,,,
4703,Thu Jan 05 09:01:20 +0000 2017,"RT @xandalquadros: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros  https://t.co/VARiO6nzYN",,,BHZ,Edmilson Magalhães,Edmilsonmm,2,Negativo,,,,,,,,,,,,,,,,
4704,Thu Jan 05 09:01:51 +0000 2017,"RT @xandalquadros: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros  https://t.co/VARiO6nzYN",,,"Belo Horizonte, Minas Gerais",Sidney Galo,sfsidney,2,Negativo,,,,,,,,,,,,,,,,
4705,Fri Jan 06 21:27:38 +0000 2017,"RT @xandao_007: ""Polícia Federal acaba de divulgar que encontrou provas no apartamento do Lula, mas só até a 4ª série."" Jornal Estado de Mi…",,,,Antonio,antonybh1,1,Neutro,,,,,,,,,,,,,,,,
4706,Thu Jan 05 14:52:13 +0000 2017,RT @XSalaimartin: España: País donde el Consejo d Estado responsabiliza d accidente mortal a ex-ministro. Éste dimite y retoma su puesto en…,,,Vilomara's Bridge,Krlos Martinez,Krlos_MG,1101,Neutro,,,,,,,,,,,,,,,,
4707,Tue Jan 10 00:31:36 +0000 2017,"RT @yamadactbageo: Antes que apareçam desinformados me perguntando, o Governo não vai e nem pode vender o Aquífero Guarani https://t.co/zQi…",,,"221B, Baker St. ",JanaFontes,Jana_Fontes_MG,2,Neutro,,,,,,,,,,,,,,,,
4708,Mon Jan 09 08:59:05 +0000 2017,"RT @yelitzaespino16: @DonaMed_VE necesito con urgencia CARVEDIDOL de 12.5 mg, para paciente renal.. Nos encontramos en el Estado MERIDA",,,,Grace Slater,tepthanie3nBl,15,Neutro,,,,,,,,,,,,,,,,
4709,Thu Jan 05 00:07:34 +0000 2017,"RT @ZeGeraldo1436: Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/cg3pJa9A5Z",,,Eunápolis - Bahia,Marlúcia Soares,Guta5300,11,Negativo,,,,,,,,,,,,,,,,
4710,Thu Jan 05 00:07:51 +0000 2017,"RT @ZeGeraldo1436: Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/cg3pJa9A5Z",,,"Guarulhos, SP,  Brazil",LLAP II,DelsonbpvGore,11,Negativo,,,,,,,,,,,,,,,,
4711,Thu Jan 05 01:37:33 +0000 2017,"RT @ZeGeraldo1436: Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/cg3pJa9A5Z",,, Brasil,Denise Mello,dnsemello,11,Negativo,,,,,,,,,,,,,,,,
4712,Thu Jan 05 01:50:28 +0000 2017,"RT @ZeGeraldo1436: Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/cg3pJa9A5Z",,,"Porto Alegre, Brasil",Carlos Boff,caboff1,11,Negativo,,,,,,,,,,,,,,,,
4713,Thu Jan 05 10:56:29 +0000 2017,"RT @ZeGeraldo1436: Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/cg3pJa9A5Z",,,RJ - Brasil,Folhaovento,Folhaovento,11,Negativo,,,,,,,,,,,,,,,,
4714,Wed Jan 04 22:55:38 +0000 2017,"RT @ZeGeraldo1436: Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/cg3pJa9A5Z",,,Minas Gerais,Bia Acerbi,Biacerbi,11,Negativo,,,,,,,,,,,,,,,,
4715,Wed Jan 04 22:55:57 +0000 2017,"RT @ZeGeraldo1436: Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/cg3pJa9A5Z",,,São Paulo,gerci monteiro,gercimonteiro,11,Negativo,,,,,,,,,,,,,,,,
4716,Wed Jan 04 22:56:08 +0000 2017,"RT @ZeGeraldo1436: Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/cg3pJa9A5Z",,,SP,Silvio,Silvio_MKT,11,Negativo,,,,,,,,,,,,,,,,
4717,Wed Jan 04 22:56:22 +0000 2017,"RT @ZeGeraldo1436: Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/cg3pJa9A5Z",,,,Maria,MariaLCAb,11,Negativo,,,,,,,,,,,,,,,,
4718,Wed Jan 04 22:59:37 +0000 2017,"RT @ZeGeraldo1436: Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/cg3pJa9A5Z",,,,Francisco Neto,Nettoss,11,Negativo,,,,,,,,,,,,,,,,
4719,Wed Jan 04 23:15:05 +0000 2017,"RT @ZeGeraldo1436: Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/cg3pJa9A5Z",,,,Janio Zeferino,ZeferinoJanio,11,Negativo,,,,,,,,,,,,,,,,
4720,Mon Jan 09 20:07:15 +0000 2017,RT brunoboghossian: Cármen deve julgar nos próximos dias reclamação do governo de MG sobre bloqueio de contas do E… https://t.co/pwaey3gjE8,,,"Rio de Janeiro, Brazil",Wiki Insider Brazil,W_I_brazil,0,Neutro,,,,,,,,,,,,,,,,
4721,Thu Jan 05 22:13:40 +0000 2017,RT marlidzdz59: Eduardo Cunha pede ao STF a anulação da cassação na Câmara - Politica - Estado de Minas https://t.co/2YMKxUbjEK,,,Tucanisbosta,#MarchaDosPatinhos,CarnaCoxinha,0,Neutro,,,,,,,,,,,,,,,,
4722,Sat Jan 07 11:01:28 +0000 2017,"Rumo a Governador Valadares / MG 
Amo Viajar De Trem �❤ https://t.co/eBpkABGQXX",,,,Nathanielle Oficial,__Nathanielle,0,Neutro,,,,,,,,,,,,,,,,
4723,Fri Jan 06 05:59:16 +0000 2017,"Rússia interferiu nas eleições, diz Inteligência dos EUA - Estado de Minas https://t.co/fMujN8bkwO",,,,Lenilda Miranda,nilda_ap,0,Neutro,,,,,,,,,,,,,,,,
4724,Fri Jan 06 01:30:36 +0000 2017,"Rússia interferiu nas eleições, diz Inteligência dos EUA - Estado de Minas https://t.co/gPCUe1dq0X #notícias https://t.co/M5DkjWRFFB",,,Brasil,News JS Brasil,newsjsbr,0,Neutro,,,,,,,,,,,,,,,,
4725,Thu Jan 05 01:17:55 +0000 2017,"SAFADO, SEM VERGONHA, DELINQUENTE! https://t.co/PtT1sdj44A",,,Belo Horizonte,Dr. Cláudio Firmo,claudiofirmo,0,Neutro,,,,,,,,,,,,,,,,
4726,Tue Jan 10 09:59:22 +0000 2017,"Sai camilaaaaaaa (@ Ortec in Governador Valadares, Minas Gerais) https://t.co/akvqUkyYdp",-41.9421409,-18.85125952,,Amorim,VivsLRA,0,Neutro,,,,,,,,,,,,,,,,
4727,Wed Jan 04 17:56:25 +0000 2017,"São Paulo - O governador de Minas Gerais, Fernando Pimentel (PT), lançou nota nesta quarta-feira, 4, afirmando... https://t.co/qUzMCUcR5n",,,"Penedo, Alagoas",Site Boa Informação,sitedaboa,0,Neutro,,,,,,,,,,,,,,,,
4728,Tue Jan 10 10:46:32 +0000 2017,"Saudade 0 (@ Tribunal de Justiça do Estado de Minas Gerais (TJMG) in Belo Horizonte, MG) https://t.co/8VCxS7OXhs",-43.9355218,-19.92576889,"Springfield, MA",TFA FEST 21/01 ⚡️⚽️,theuz09,0,Neutro,,,,,,,,,,,,,,,,
4729,Mon Jan 09 21:36:57 +0000 2017,Saúde mantém estado de atenção e investiga casos de febre amarela em MG https://t.co/0BTFBFr2BC,,,Pará de Minas / MG,grnews,grnews,0,Neutro,,,,,,,,,,,,,,,,
4730,Tue Jan 10 00:34:02 +0000 2017,Saúde mantém estado de atenção e investiga casos de febre amarela em Minas https://t.co/Hj19QUSbkx #geral,,,"Caeté, MG",Caeté News,caetenews,0,Neutro,,,,,,,,,,,,,,,,
4731,Tue Jan 10 11:31:52 +0000 2017,Saúde mantém estado de atenção e investiga casos de febre amarela em Minas https://t.co/IVDeZFHX9G https://t.co/fgTDaQ8T4S,,,MG,Sete Lagoas .com.br,SeteLagoas,0,Neutro,,,,,,,,,,,,,,,,
4732,Tue Jan 10 11:09:16 +0000 2017,Saúde mantém estado de atenção e investiga casos de febre amarela https://t.co/dEoQvLjhwv https://t.co/J4n3A3Zv7g,,,Minas Gerais,Brasil Metrópole,brasilmetropole,0,Neutro,,,,,,,,,,,,,,,,
4733,Tue Jan 10 11:09:14 +0000 2017,Saúde mantém estado de atenção e investiga casos de febre amarela https://t.co/wmJga8TvAJ #MinasGerais https://t.co/QUAVG8IBRw,,,Minas Gerais,Brasil Metrópole,brasilmetropole,1,Neutro,,,,,,,,,,,,,,,,
4734,Mon Jan 09 20:43:59 +0000 2017,Saúde mantém estado de atenção e investiga casos de febre amarela https://t.co/gIz3eAtu89 https://t.co/20E5EJffFL,,,Lavras,TV Universitária,tvuniversitaria,0,Neutro,,,,,,,,,,,,,,,,
4735,Fri Jan 06 21:00:06 +0000 2017,"Se estiverem em mau estado podem prejudicar tanto o motorista quanto outras peças do veículo, uma vez que... https://t.co/sOxG3bMeNd",,,Minas Gerais,Detran/MG,Detran_MG,0,Neutro,,,,,,,,,,,,,,,,
4736,Thu Jan 05 19:16:54 +0000 2017,"'Se tem excessos, vamos corrigir', afirma Maia sobre Reforma da Previdência - Estado de Minas… https://t.co/xpc6sy9b8N",,,Brasil,News JS Brasil,newsjsbr,0,Neutro,,,,,,,,,,,,,,,,
4737,Sat Jan 07 09:19:54 +0000 2017,"Sebrae: 285 mil empresas do Simples parcelaram débitos, 49% das notificadas - Economia - Estado de Minas https://t.co/QtCQ5u9s4A",,,"Florianópolis, Santa Catarina",Duh,Cris_duh_123,0,Neutro,,,,,,,,,,,,,,,,
4738,Mon Jan 09 15:00:34 +0000 2017,Secretaria de Educação de MG abre processo para contratar designados - Politica - Estado de Minas https://t.co/z09KztNIPS,,,Belo Horizonte MG Brasil,Ricardo Carlini,carlinibh,0,Positivo,,,,,,,,,,,,,,,,
4739,Thu Jan 05 12:46:58 +0000 2017,Secretaria de Estado de Saúde alerta para surto de malária em Diamantina https://t.co/YRfAHyursR,,,tati  bananinha,Tati doidinha,ushersfans333,0,Neutro,,,,,,,,,,,,,,,,
4740,Mon Jan 09 16:11:14 +0000 2017,Secretaria de Governo de Minas orienta novos prefeitos sobre cadastro e sistema de convênios https://t.co/ed7nWkCzaw,,,Ouro Preto - MG Brasil,jornalvozativa.com,jornalvozativa,0,Neutro,,,,,,,,,,,,,,,,
4741,Mon Jan 09 16:11:32 +0000 2017,Secretaria de Governo de Minas orienta novos prefeitos sobre cadastro e sistema de convênios https://t.co/Io3sa1Xf32,,,Ouro Preto - MG Brasil,jornalvozativa.com,jornalvozativa,0,Neutro,,,,,,,,,,,,,,,,
4742,Mon Jan 09 17:37:32 +0000 2017,"Secretaria de Governo do Estado de Minas Gerais orienta novos prefeitos sobre cadastro e sistema de convênios
https://t.co/OOPZIj8AHC",,,Cidade Administrativa,Transportes|Obras-MG,setop_mg,0,Neutro,,,,,,,,,,,,,,,,
4743,Mon Jan 09 22:46:52 +0000 2017,Secretaria de Governo orienta novos prefeitos sobre cadastro e sistema de convênios https://t.co/DdLHvjgg9n,,,Santos Dumont - MG -Brasil,POSSANTE ON LINE,possanteonline,0,Neutro,,,,,,,,,,,,,,,,
4744,Tue Jan 10 09:39:02 +0000 2017,Secretaria de Saúde de Minas mantém estado de atenção e investiga casos de febre amarela https://t.co/oE7wLPsAw0,,,Ouro Preto - MG Brasil,jornalvozativa.com,jornalvozativa,0,Neutro,,,,,,,,,,,,,,,,
4745,Fri Jan 06 22:18:45 +0000 2017,Secretário de Roraima diz que governo federal repassa 'mixaria' a presídios estaduais - Nacional - Estado de Minas https://t.co/B31qIv6Evn,,,Belo Horizonte MG Brasil,Ricardo Carlini,carlinibh,0,Neutro,,,,,,,,,,,,,,,,
4746,Fri Jan 06 23:54:23 +0000 2017,Secretário de Roraima diz que governo federal repassa 'mixaria' a presídios estaduais - Nacional - Estado de Minas https://t.co/SE3d7soneA,,,Brasil,marli silvera dziadz,marlidzdz59,0,Neutro,,,,,,,,,,,,,,,,
4747,Sat Jan 07 13:51:29 +0000 2017,Secretário deixa cargo no governo Temer após defender chacinas - Politica - Estado de Minas https://t.co/LWHDQQgXII,,,Belo Horizonte,Juliana Cipriani,julianacipriani,1,Neutro,,,,,,,,,,,,,,,,
4748,Sat Jan 07 10:35:05 +0000 2017,Secretário deixa cargo no governo Temer após defender chacinas - Politica - Estado de Minas https://t.co/Lxkws5iHKk,,,,Portal VozdoCLIENTE,PVozdoCLIENTE,0,Neutro,,,,,,,,,,,,,,,,
4749,Wed Jan 04 22:38:58 +0000 2017,Segue o impasse quanto aos depósitos judiciais. https://t.co/dLrogDkwIW,,,Belo Horizonte,Márcio Trindade,defesasfiscais,0,Neutro,,,,,,,,,,,,,,,,
4750,Wed Jan 04 18:58:02 +0000 2017,"Segundo a Defesa Civil de MG, 665 casas foram danificadas em todo o estado e 61 foram destruídas com o período de... https://t.co/b24dktkOW8",,,Belo Horizonte MG,Deputado Zé Silva,ZeSilva_,0,Neutro,,,,,,,,,,,,,,,,
4751,Wed Jan 04 20:59:56 +0000 2017,"Sem caráter,  pulha safado...e o povo q se foda... https://t.co/HryuDslJWI",,,Rio de Janeiro,Jorge José Pinheiro,JJPinheiro,0,Neutro,,,,,,,,,,,,,,,,
4752,Tue Jan 10 09:33:56 +0000 2017,"Sem consenso, projeto que aumenta tempo de prisão dos condenados patina no Senado - Politica - Estado de Minas https://t.co/ezu6WMhY45",,,Belo Horizonte MG Brasil,Ricardo Carlini,carlinibh,0,Neutro,,,,,,,,,,,,,,,,
4753,Thu Jan 05 21:39:10 +0000 2017,Semanário francês Charlie Hebdo resiste dois anos após atentado - Estado de Minas https://t.co/sAh0P3A5Gr #notícias https://t.co/ClI3pTipOA,,,Brasil,News JS Brasil,newsjsbr,0,Neutro,,,,,,,,,,,,,,,,
4754,Thu Jan 05 21:02:28 +0000 2017,Semanário francês Charlie Hebdo resiste dois anos após atentado – Estado de Minas: UOL… https://t.co/rHnDj7I1Y3,,,"Rio de Janeiro, RJ",Renato Amorim,renato71amorim,0,Neutro,,,,,,,,,,,,,,,,
4755,Tue Jan 10 11:21:33 +0000 2017,Senado pode aumentar pena para crime de maus-tratos contra animais - Politica - Estado de Minas https://t.co/CCBx6sEmJA,,,Brasil,silva lemes,Lemejuridico,0,Neutro,,,,,,,,,,,,,,,,
4756,Sat Jan 07 23:55:55 +0000 2017,"Senhores editores do ""Estado de Minas"" Não plantem desordem e pânico.  Aqui em MG a coisa é diferente! 
   Bandido… https://t.co/dFWsiniqEI",,,"Belo Horizonte, Brasil",Sir. Albert,albertnevespn,0,Neutro,,,,,,,,,,,,,,,,
4757,Wed Jan 04 18:04:47 +0000 2017,"Será que esta faltando transporte? 
Será que o formato da embalagem é uma coxinha? https://t.co/c13ZRptyNl",,,,Joao Paulo,JoaoPau94314322,0,Neutro,,,,,,,,,,,,,,,,
4758,Fri Jan 06 10:49:47 +0000 2017,Serviço de táxi aéreo do Estado de MG... Advinha quem paga? Canalhice tinha que ter limite... https://t.co/29vVOvYZEE,,,"Belo Horizonte, MG, Brasil",Paulo Henrique Dutra,PHDutra_MG,0,Neutro,,,,,,,,,,,,,,,,
4759,Wed Jan 04 22:00:03 +0000 2017,Sesc está com inscrições abertas para cursos em todo o Estado: https://t.co/b1ylXhVpy9 https://t.co/WPokYQt3tc,,,Belo Horizonte - Minas Gerais,EducaçãoMG,EducacaoMinas,0,Neutro,,,,,,,,,,,,,,,,
4760,Mon Jan 09 23:52:05 +0000 2017,SES-MG mantém estado de atenção e investiga casos de febre amarela - https://t.co/3Eu7li761v,,,"Minas Gerais, Brasil",Aconteceu no Vale,noticiadosvales,0,Neutro,,,,,,,,,,,,,,,,
4761,Tue Jan 10 00:48:11 +0000 2017,SES-MG mantém estado de atenção e investiga casos de febre amarela https://t.co/Y6wNpkBVYZ #ANV https://t.co/GfAjvUWR1k,,,,Minhas notícias,NoticiariosMG,0,Neutro,,,,,,,,,,,,,,,,
4762,Thu Jan 05 21:53:05 +0000 2017,Shopping que cobrar estacionamento em BH vai pagar multa de R$ 15 mil - Economia - Estado de Minas https://t.co/fnHWfffS1E,,,,Aureo Ladeia,aureoladeia,0,Neutro,,,,,,,,,,,,,,,,
4763,Thu Jan 05 14:24:54 +0000 2017,Shopping que cobrar estacionamento em BH vai pagar multa de R$ 15 mil - Economia - Estado de Minas https://t.co/Lybu40xlJp,,,Brazil,Democracia sempre,pradifundir,0,Neutro,,,,,,,,,,,,,,,,
4764,Thu Jan 05 15:11:25 +0000 2017,Shopping que cobrar estacionamento em BH vai pagar multa de R$ 15 mil - Economia - Estado de Minas https://t.co/NYFmVnFIrL,,,,Tatiana Santana#beta,admtatianasanta,2,Neutro,,,,,,,,,,,,,,,,
4765,Thu Jan 05 12:31:49 +0000 2017,Shopping que cobrar estacionamento em BH vai pagar multa de R$ 15 mil - Economia - Estado de Minas https://t.co/WeC2M8oXsA,,,Brazil,Fernanda Penna,nandapenna,0,Neutro,,,,,,,,,,,,,,,,
4766,Thu Jan 05 20:20:06 +0000 2017,Shopping que cobrar estacionamento em BH vai pagar multa de R$ 15 mil - Economia - Estado de Minas https://t.co/X0EPvVhxgk,,,"Belo Horizonte, Brasil",nina de abreu,ninadeabreuc,20,Neutro,,,,,,,,,,,,,,,,
4767,Thu Jan 05 17:22:00 +0000 2017,Shopping que cobrar estacionamento em BH vai pagar multa de R$ 15 mil - Economia - Estado de Minas https://t.co/XGjXKRtlvF,,,,NaelzaPereiraLacerda,Na09861116,0,Neutro,,,,,,,,,,,,,,,,
4768,Fri Jan 06 10:56:07 +0000 2017,Shoppings começam a oferecer estacionamento gratuito em BH mas vão contestar lei - Estado de Minas… https://t.co/fzU9dYguvs,,,"Rio de Janeiro, Brasil",REVISTA SPING RV,SPINGRV,0,Neutro,,,,,,,,,,,,,,,,
4769,Fri Jan 06 01:49:08 +0000 2017,Si  este estado llega a los 50 mg  subimos un vídeo que hicimos con los chicos Jacqueline Martinez Washin Rodoni,,,"Buenos Aires, Argentina",☆ ♕ ❤❤♕ ☆,Antito_94,0,Neutro,,,,,,,,,,,,,,,,
4770,Mon Jan 09 08:01:56 +0000 2017,Si este estado llega a 50 mg ago un video cantando o mandando saludos comenten que quierrn ❤�,,,,agustina,agustinacarde10,0,Neutro,,,,,,,,,,,,,,,,
4771,Sat Jan 07 07:59:11 +0000 2017,Si este estado llega a 50 MG le embarramos un pingüino en la cara a Dieguito �����,,,México,Ricardo Soto,Ricardo92737770,0,Neutro,,,,,,,,,,,,,,,,
4772,Wed Jan 04 21:51:46 +0000 2017,"Si Estte Estado Llega Ah 100 MG 
Ago Un Video Bailando =)",,,"Córdoba, Argentina",KeiilaOntiivero,OntiveroKeila,0,Neutro,,,,,,,,,,,,,,,,
4773,Sat Jan 07 00:55:04 +0000 2017,Si le das mg a su estado y te escribe al instante ¿que significa?,,,,David,soydaap,0,Neutro,,,,,,,,,,,,,,,,
4774,Tue Jan 10 02:21:44 +0000 2017,si le doy mg a un estado mio me hablara ese tal lucas ahre pelotudo ajjaja ����,,,"Córdoba, Argentina",Lucas Navarro,lucasnavarro494,0,Neutro,,,,,,,,,,,,,,,,
4775,Mon Jan 09 21:19:42 +0000 2017,"Si mi platónica o chica muy linda le da mg a este estado, le mencionó en los comentarios♡",,,,Justin Fernandez,exeel20,0,Neutro,,,,,,,,,,,,,,,,
4776,Sat Jan 07 19:22:38 +0000 2017,Si mi platonico le da Mg al estado lo etiqueto en los comentarios��,,,,jorge gamer,demogamer01,0,Neutro,,,,,,,,,,,,,,,,
4777,Fri Jan 06 03:22:41 +0000 2017,"Si sos de  visitar seguido  mi muro Dale #Mg  A este estado.✅
✅✅✅✅✅✅✅✅✅✅✅✅✅✅",,,trenque lauquen,edu_e2_oficcial,edu_222_e2,0,Neutro,,,,,,,,,,,,,,,,
4778,Fri Jan 06 21:33:48 +0000 2017,SINMED-MG QUESTIONA CALAMIDADE FINANCEIRA DECRETADA NO ESTADO https://t.co/OKF5fdNfvX,,,Belo Horizonte,Samuel Reis Garcia,SamuelLinux,0,Neutro,,,,,,,,,,,,,,,,
4779,Sat Jan 07 15:41:10 +0000 2017,Síria: 43 pessoas morrem em explosão de carro-bomba em mercado lotado - Estado de Minas https://t.co/EKIUGT7dsl… https://t.co/CQNunDrb1b,,,Brasil,News JS Brasil,newsjsbr,0,Neutro,,,,,,,,,,,,,,,,
4780,Mon Jan 09 21:41:06 +0000 2017,Site da CAIXA fora. Site do Governo de Minas fora. Difícil trabalhar assim.,,,"Raposos, Minas Gerais",Ailton Jr.,ailtonjrpereira,0,Negativo,,,,,,,,,,,,,,,,
4781,Thu Jan 05 03:44:00 +0000 2017,"Situação do estado do se agrava
https://t.co/08flxax56Y via @folha_com",,,Belo Horizonte-MG,Rodrigo Luciano,rodrigoluvi,0,Negativo,,,,,,,,,,,,,,,,
4782,Mon Jan 09 07:20:03 +0000 2017,Só shopping fui pra ilha do governador e depois fui pra mg e depois pro santuário tô embrazado Mt louco  ��,,,rio de janeiro,DJ VITINHO VIBE,FilleGato,0,Neutro,,,,,,,,,,,,,,,,
4783,Sat Jan 07 09:59:32 +0000 2017,"Sobre a MANGUAÇA do filho do governador de Minas, Fernando Pimentel do PT...ninguém da IMPRENSA, fala + nada?

BOLSA MANGUAÇA
E O POVO...OH",,,Contagem MG ,Roberto Tiburcio,RobertoTiburcio,3,Negativo,,,,,,,,,,,,,,,,
4784,Sun Jan 08 21:44:26 +0000 2017,"Sobre esse céu, esses galhos e essas férias... Muito amor! ❤ @ Governador Valadares, Minas Gerais https://t.co/in8DYLd99Q",-41.9333,-18.85,,Ludy Sousa,ludmillasousa,0,Neutro,,,,,,,,,,,,,,,,
4785,Fri Jan 06 13:31:58 +0000 2017,"Socorroooooo !!!! Você já imaginou atravessar de um estado para outro (SP/MG) em 48s ? Em Socorro é possível,... https://t.co/ZLMqTTICVH",,,Socorro/SP,Socorro/SP,estanciasocorro,0,Neutro,,,,,,,,,,,,,,,,
4786,Fri Jan 06 03:34:17 +0000 2017,sof em qual estado vc mora? — minas gerais  https://t.co/pfU1kBhOlp,,,hdsquad,blume,purehesroine,0,Neutro,,,,,,,,,,,,,,,,
