year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2014,10,9,1139,-1,1342,-8,WN,N8642E,571,PDX,LAS,109,763,11,39
2014,10,22,1832,-2,2104,-7,DL,N325US,2300,SEA,LAX,127,954,18,32
2014,7,25,1944,6,2301,-2,F9,N219FR,794,PDX,DEN,116,991,19,44
2014,8,14,1003,-10,1344,-3,F9,N221FR,138,SEA,DEN,139,1024,10,3
2014,10,3,1409,19,1526,11,WN,N483WN,1891,PDX,SMF,65,479,14,9
2014,8,5,1853,-7,1955,3,OO,N824SK,4528,PDX,SEA,30,129,18,53
2014,1,2,1647,13,1941,16,DL,N603DL,2079,SEA,SLC,88,689,16,47
2014,10,9,1933,3,2158,-7,WN,N225WN,572,PDX,PHX,131,1009,19,33
2014,11,10,1009,-1,1518,-13,AS,N519AS,752,SEA,MCI,170,1489,10,9
2014,12,6,946,-4,1203,-7,AS,N462AS,632,SEA,LAS,117,867,9,46
2014,1,3,2129,16,538,25,UA,N828UA,817,SEA,EWR,271,2402,21,29
2014,9,22,1752,-8,2001,-19,OO,N216AG,3462,PDX,ONT,118,838,17,52
2014,12,8,1818,-2,1956,-9,WN,N439WN,4830,SEA,SMF,83,605,18,18
2014,5,22,1646,-4,1907,-16,AS,N457AS,448,SEA,LAX,124,954,16,46
2014,7,29,2021,6,2307,2,US,N640AW,648,SEA,PHX,146,1107,20,21
2014,7,19,1509,49,1605,47,AS,N435AS,173,SEA,KTN,98,680,15,9
2014,7,11,650,-5,836,-4,WN,N387SW,4140,PDX,SJC,93,569,6,50
2014,9,7,655,-5,835,-10,VX,N625VA,84,PDX,SFO,87,550,6,55
2014,10,26,1824,24,2015,5,WN,N209WN,726,PDX,LAS,97,763,18,24
2014,12,14,2351,1,519,-11,AA,N3DDAA,1230,SEA,DFW,192,1660,23,51
2014,6,3,945,-5,1215,-15,AS,N626AS,238,SEA,SAN,137,1050,9,45
2014,6,14,1020,5,1305,-6,DL,N617DL,1857,SEA,SLC,85,689,10,20
2014,6,25,857,2,1120,5,WN,N770SA,2144,PDX,SAN,129,933,8,57
2014,1,24,647,-3,817,2,WN,N277WN,1181,PDX,SMF,74,479,6,47
2014,10,31,819,-1,1039,-22,AS,N618AS,83,SEA,ANC,184,1448,8,19
2014,5,23,545,0,738,6,OO,N935SW,6332,PDX,SFO,93,550,5,45
2014,3,8,1408,-2,1541,-14,WN,N943WN,120,PDX,OAK,83,543,14,8
2014,10,5,1058,-2,1239,-2,AS,N549AS,364,SEA,SMF,78,605,10,58
2014,10,31,1437,-3,1651,1,WN,N8323C,4535,PDX,LAS,120,763,14,37
2014,10,16,938,-1,1029,2,OO,N814SK,4604,PDX,SEA,34,129,9,38
2014,2,3,1736,-9,1946,-13,AS,N315AS,562,PDX,LAX,99,834,17,36
2014,7,3,2328,73,712,71,US,N165US,1930,PDX,CLT,266,2282,23,28
2014,7,2,620,-5,747,-3,AS,N779AS,68,SEA,JNU,125,909,6,20
2014,12,20,1143,3,1719,-8,AS,N549AS,748,SEA,STL,189,1709,11,43
2014,9,1,51,87,614,64,UA,N37470,1184,PDX,ORD,188,1739,0,51
2014,8,29,1747,-8,2028,-13,US,N624AW,689,SEA,PHX,134,1107,17,47
2014,4,11,656,-1,1030,2,AS,N317AS,676,SEA,DEN,123,1024,6,56
2014,8,20,635,-5,848,-17,AS,N613AS,576,PDX,SAN,117,933,6,35
2014,6,18,1541,11,2212,NA,WN,N694SW,4713,SEA,DEN,NA,1024,15,41
2014,1,8,1859,24,2037,22,WN,N758SW,719,PDX,OAK,82,543,18,59
2014,12,10,948,-7,1219,15,AS,N431AS,318,SEA,SFO,118,679,9,48
2014,8,21,1806,-4,2050,-20,DL,N802DN,2150,SEA,SLC,84,689,18,6
2014,5,2,2214,-1,546,-24,US,N109UW,1930,PDX,CLT,255,2282,22,14
2014,5,30,1922,77,2105,75,VX,N847VA,813,PDX,SFO,87,550,19,22
2014,1,2,1039,-1,1542,-3,OO,N217AG,3468,SEA,OMA,160,1368,10,39
2014,9,14,914,9,1141,4,US,N575UW,630,PDX,PHX,127,1009,9,14
2014,10,26,555,-5,852,-8,DL,N699DL,1634,SEA,SLC,90,689,5,55
2014,7,12,706,6,1451,1,UA,N536UA,419,SEA,IAD,261,2306,7,6
2014,11,12,1007,-3,1514,-17,AS,N565AS,752,SEA,MCI,170,1489,10,7
2014,8,26,1539,-6,1734,-12,AS,N760AS,322,SEA,SJC,98,697,15,39
2014,9,22,816,-4,1424,-11,UA,N463UA,439,SEA,IAH,219,1874,8,16
2014,4,14,1029,-1,1258,-5,AS,N306AS,452,SEA,LAX,129,954,10,29
2014,10,30,2345,0,518,-7,AA,N3BDAA,1230,SEA,DFW,193,1660,23,45
2014,2,10,1953,-2,2141,3,AS,N318AS,404,PDX,SJC,78,569,19,53
2014,8,31,2256,-4,151,20,AS,N309AS,119,SEA,ANC,222,1448,22,56
2014,5,8,2044,134,2252,130,AS,N778AS,302,SEA,SFO,106,679,20,44
2014,10,10,1444,-1,1714,-9,DL,N3767,2496,SEA,ANC,190,1448,14,44
2014,8,23,1217,-3,1801,-9,AA,N3FXAA,124,SEA,DFW,201,1660,12,17
2014,2,20,1403,-2,1626,-11,AS,N795AS,532,SEA,ONT,124,956,14,3
2014,3,25,909,-6,1149,1,AS,N618AS,554,SEA,PSP,146,987,9,9
2014,6,25,1414,-1,1647,9,OO,N219AG,3482,SEA,SBA,130,908,14,14
2014,1,9,1544,-6,1754,-12,AS,N754AS,588,PDX,PSP,111,873,15,44
2014,6,2,804,-1,1033,1,AS,N609AS,83,SEA,ANC,185,1448,8,4
2014,1,6,1103,-4,1205,3,OO,N566SW,5397,PDX,SEA,42,129,11,3
2014,6,4,731,1,841,12,AS,N762AS,65,SEA,KTN,106,680,7,31
2014,8,11,617,-3,1222,-11,UA,N579UA,795,SEA,IAH,226,1874,6,17
2014,10,14,1312,-3,1608,0,DL,N6706Q,2157,SEA,SLC,95,689,13,12
2014,3,26,828,-2,1419,-5,AS,N320AS,28,SEA,ORD,202,1721,8,28
2014,2,1,1024,-6,1351,-6,AS,N323AS,640,PDX,PHX,129,1009,10,24
2014,7,25,2239,-1,550,-27,DL,N667DN,503,PDX,ATL,235,2172,22,39
2014,5,19,2007,-10,2045,-11,OO,N579SW,5403,PDX,EUG,24,106,20,7
2014,2,3,912,-9,1008,-6,OO,N223SW,5428,PDX,SEA,39,129,9,12
2014,8,3,946,1,1537,-3,WN,N461WN,4775,SEA,MDW,211,1733,9,46
2014,9,4,944,-1,1742,2,AS,N560AS,764,PDX,DCA,274,2350,9,44
2014,3,18,524,4,747,-4,US,N570UW,649,PDX,PHX,123,1009,5,24
2014,12,22,1139,19,1520,15,WN,N8319F,2950,SEA,PHX,120,1107,11,39
2014,5,22,2208,53,2342,47,WN,N272WN,2080,PDX,SJC,81,569,22,8
2014,11,16,954,-6,1402,-3,HA,N399HA,29,SEA,OGG,349,2640,9,54
2014,9,19,1359,-6,1632,-8,AS,N566AS,512,SEA,SNA,132,978,13,59
2014,9,7,2120,-5,2312,-3,AS,N525AS,384,PDX,SFO,82,550,21,20
2014,10,15,1145,-10,1715,-25,AA,N568AA,1505,PDX,DFW,187,1616,11,45
2014,2,12,1253,53,1609,39,WN,N246LV,671,PDX,PHX,125,1009,12,53
2014,2,2,2123,-7,2309,-18,AS,N618AS,358,SEA,OAK,89,671,21,23
2014,10,20,525,-5,901,-6,UA,N26226,1570,SEA,DEN,130,1024,5,25
2014,5,16,510,-5,711,-12,UA,N64809,1424,SEA,SFO,103,679,5,10
2014,4,11,1136,46,1408,77,AS,N520AS,310,SEA,SFO,115,679,11,36
2014,6,26,1559,56,1923,42,UA,N73278,1644,SEA,DEN,127,1024,15,59
2014,1,27,1828,-12,2315,20,AS,N518AS,863,PDX,OGG,389,2562,18,28
2014,1,21,611,6,1211,-5,UA,N75433,1101,SEA,IAH,208,1874,6,11
2014,5,31,827,22,1110,38,AS,N799AS,83,SEA,ANC,206,1448,8,27
2014,7,16,602,-3,850,7,AS,N597AS,516,SEA,SNA,142,978,6,2
2014,8,8,831,-4,1630,-12,AS,N419AS,32,SEA,PHL,278,2378,8,31
2014,11,26,906,1,1149,-6,AS,N305AS,111,SEA,ANC,203,1448,9,6
2014,6,20,1631,-4,1853,-23,DL,N3739P,2492,SEA,LAX,121,954,16,31
2014,11,26,1958,8,2155,5,WN,N7746C,138,PDX,LAS,98,763,19,58
2014,9,5,1602,12,1832,8,AS,N413AS,448,SEA,LAX,130,954,16,2
2014,2,28,918,8,1206,20,AS,N607AS,558,SEA,PSP,154,987,9,18
2014,10,21,721,-4,1000,-2,AS,N309AS,240,SEA,SAN,141,1050,7,21
2014,6,8,2045,-5,2304,-6,AS,N535AS,566,PDX,LAX,116,834,20,45
2014,10,23,736,-9,1526,-14,UA,N556UA,511,SEA,IAD,259,2306,7,36
2014,7,29,1418,3,1622,2,AS,N626AS,316,SEA,SFO,102,679,14,18
2014,10,6,729,-5,914,-9,UA,N855UA,302,PDX,SFO,90,550,7,29
2014,2,14,1223,48,1450,95,VX,N624VA,817,PDX,SFO,96,550,12,23
2014,9,25,602,2,1310,-4,DL,N807DN,822,SEA,DTW,225,1927,6,2
2014,7,16,1734,-6,1957,-14,OO,N821SK,4738,SEA,LAS,126,867,17,34
2014,10,15,2009,-6,2233,-17,AS,N607AS,640,PDX,PHX,131,1009,20,9
2014,5,2,1305,-6,1548,-10,DL,N3761R,1208,PDX,SLC,82,630,13,5
2014,4,13,24,25,624,19,UA,N33266,1220,SEA,IAH,223,1874,0,24
2014,12,29,547,17,926,21,UA,N63820,1607,SEA,DEN,131,1024,5,47
2014,2,28,734,-1,1108,3,WN,N353SW,1927,PDX,PHX,140,1009,7,34
2014,6,10,1209,-7,1402,-18,OO,N823SK,4827,SEA,SJC,95,697,12,9
2014,4,29,648,-2,1219,-19,AS,N442AS,662,SEA,DFW,188,1660,6,48
2014,3,24,1026,-9,1610,-20,AS,N307AS,686,PDX,ORD,198,1739,10,26
2014,6,15,1946,1,2217,6,DL,N819DN,1581,SEA,ANC,193,1448,19,46
2014,2,10,705,-5,942,-2,OO,N219AG,3472,SEA,LGB,127,965,7,5
2014,11,6,1006,11,1429,24,AS,N530AS,851,SEA,HNL,361,2677,10,6
2014,1,22,803,-2,1526,-24,AS,N514AS,742,SEA,ATL,242,2182,8,3
2014,3,12,2128,-12,2305,-20,AS,N517AS,372,SEA,SMF,80,605,21,28
2014,4,19,1135,-11,1743,-15,UA,N423UA,235,SEA,IAH,226,1874,11,35
2014,11,25,947,-3,1143,-12,VX,N521VA,753,SEA,SFO,101,679,9,47
2014,6,12,1648,-2,1857,1,AS,N435AS,620,PDX,LAS,108,763,16,48
2014,6,22,709,1,1526,4,DL,N3755D,400,PDX,JFK,292,2454,7,9
2014,4,1,1714,-6,1942,-10,B6,N595JB,1007,SEA,LGB,131,965,17,14
2014,7,2,559,-1,809,-8,AS,N625AS,604,SEA,LAS,116,867,5,59
2014,1,3,1204,-1,1255,-5,AS,N799AS,674,SEA,GEG,37,224,12,4
2014,9,14,1412,-1,2005,-9,UA,N87531,1298,SEA,ORD,202,1721,14,12
2014,11,17,1650,-5,1850,-9,AS,N626AS,424,SEA,SFO,101,679,16,50
2014,6,29,1653,8,1816,6,WN,N742SW,1669,PDX,SMF,68,479,16,53
2014,12,25,1836,-4,2130,5,AS,N442AS,109,SEA,ANC,213,1448,18,36
2014,4,26,1130,-5,1344,-26,B6,N508JB,107,SEA,LGB,115,965,11,30
2014,4,6,1506,-1,1836,-9,UA,N438UA,457,SEA,DEN,133,1024,15,6
2014,11,30,1747,-8,1956,-6,OO,N224AG,3488,PDX,BUR,108,817,17,47
2014,7,2,2304,-1,713,-16,AS,N423AS,24,SEA,BOS,286,2496,23,4
2014,7,5,1157,-3,1256,1,AS,N613AS,684,SEA,GEG,38,224,11,57
2014,8,21,652,-8,748,-6,OO,N815SK,4690,PDX,SEA,32,129,6,52
2014,10,20,1353,3,1622,-13,AS,N625AS,123,SEA,FAI,188,1533,13,53
2014,6,12,1743,0,1949,-10,UA,N814UA,587,SEA,SFO,101,679,17,43
2014,11,10,1735,-10,1926,-24,VX,N622VA,759,SEA,SFO,95,679,17,35
2014,11,8,950,0,1209,3,AS,N323AS,568,PDX,LAX,118,834,9,50
2014,8,17,1014,10,1341,8,F9,N904FR,788,PDX,DEN,129,991,10,14
2014,2,19,712,-3,913,-12,AS,N788AS,380,PDX,SFO,79,550,7,12
2014,11,25,946,-4,1716,-24,AS,N514AS,764,PDX,DCA,259,2350,9,46
2014,5,26,2256,-4,2346,-8,AS,N703AS,698,SEA,GEG,34,224,22,56
2014,7,20,1014,-1,1317,6,DL,N674DL,1857,SEA,SLC,88,689,10,14
2014,10,1,1306,17,2123,16,B6,N746JB,464,SEA,JFK,301,2422,13,6
2014,11,6,811,1,1354,-1,AA,N590AA,1220,PDX,DFW,197,1616,8,11
2014,3,9,1826,1,2109,-1,WN,N611SW,3424,SEA,PHX,150,1107,18,26
2014,4,13,1751,-9,2013,-17,US,N672AW,577,PDX,PHX,120,1009,17,51
2014,9,5,1122,-3,1409,-16,DL,N361NW,1857,SEA,SLC,89,689,11,22
2014,12,11,1521,26,1915,39,AS,N453AS,650,SEA,PHX,157,1107,15,21
2014,12,19,636,16,1228,10,UA,N66814,1237,SEA,ORD,204,1721,6,36
2014,9,1,1016,6,1204,-6,AS,N626AS,382,PDX,SFO,80,550,10,16
2014,4,10,1848,-7,2057,3,AS,N588AS,620,PDX,LAS,109,763,18,48
2014,2,8,1015,0,1517,67,HA,N388HA,25,PDX,HNL,374,2603,10,15
2014,1,31,2225,-5,2326,-12,OO,N568SW,5437,PDX,LMT,49,241,22,25
2014,6,28,1748,-2,1952,-7,AS,N512AS,358,SEA,SFO,102,679,17,48
2014,8,13,1859,-1,2104,2,OO,N611SK,4631,SEA,SJC,101,697,18,59
2014,8,7,2035,0,2245,0,AS,N614AS,624,PDX,LAS,112,763,20,35
2014,12,6,1629,-2,1912,-11,DL,N339NW,1457,SEA,SLC,87,689,16,29
2014,1,4,1551,1,1801,-5,AS,N708AS,588,PDX,PSP,115,873,15,51
2014,9,30,731,1,1521,5,DL,N125DL,1808,SEA,ATL,251,2182,7,31
2014,4,17,823,-7,1101,-13,US,N626AW,471,SEA,PHX,138,1107,8,23
2014,10,5,735,-5,951,-14,WN,N953WN,756,PDX,SAN,123,933,7,35
2014,9,30,1203,23,1412,22,WN,N8615E,571,PDX,LAS,98,763,12,3
2014,1,12,1602,2,1756,1,AS,N407AS,338,SEA,OAK,91,672,16,2
2014,3,19,806,11,1022,8,AS,N613AS,522,SEA,BUR,118,937,8,6
2014,8,28,1957,2,2225,-4,AS,N577AS,484,SEA,SAN,132,1050,19,57
2014,8,18,1016,-4,1245,0,AS,N609AS,580,PDX,SNA,128,859,10,16
2014,5,18,610,0,1147,-26,UA,N54711,1405,PDX,ORD,204,1739,6,10
2014,2,28,810,-10,1348,-42,AA,N3EMAA,1236,SEA,ORD,185,1721,8,10
2014,11,5,1305,-10,2043,-27,UA,N460UA,400,SEA,IAD,247,2306,13,5
2014,9,5,1244,-1,1516,-14,WN,N741SA,156,SEA,SAN,140,1050,12,44
2014,12,22,924,4,1736,-3,AS,N553AS,12,SEA,BOS,288,2496,9,24
2014,12,29,1132,27,1327,22,WN,N205WN,1724,PDX,LAS,90,763,11,32
2014,4,4,828,-2,1121,7,US,N633AW,471,SEA,PHX,147,1107,8,28
2014,8,26,1048,58,1338,59,OO,N225AG,3492,PDX,SLC,93,630,10,48
2014,6,23,2022,42,2159,34,WN,N729SW,205,SEA,SMF,83,605,20,22
2014,4,13,1332,7,1529,-1,WN,N611SW,1716,SEA,SJC,101,697,13,32
2014,8,3,1056,-4,1313,-8,AS,N518AS,564,PDX,LAX,116,834,10,56
2014,12,3,602,2,838,-17,AS,N756AS,81,SEA,ANC,198,1448,6,2
2014,10,29,1509,-1,1744,-7,AS,N431AS,650,SEA,PHX,138,1107,15,9
2014,9,29,1037,-3,1219,-6,WN,N7702A,3129,PDX,SJC,85,569,10,37
2014,7,21,2215,-5,621,-7,DL,N3762Y,1264,PDX,JFK,290,2454,22,15
2014,2,17,949,-6,1313,-18,AS,N614AS,680,SEA,DEN,120,1024,9,49
2014,5,25,1222,-13,1500,-10,AS,N791AS,135,PDX,ANC,201,1542,12,22
2014,4,16,1739,-6,1940,-11,OO,N216AG,3488,PDX,BUR,108,817,17,39
2014,3,4,2138,-2,2316,-5,AS,N530AS,372,SEA,SMF,79,605,21,38
2014,1,30,1731,-7,1821,-5,OO,N586SW,5401,SEA,PDX,33,129,17,31
2014,6,8,811,-4,1046,-7,AS,N319AS,482,SEA,LAX,126,954,8,11
2014,8,9,948,-2,1811,-1,AS,N553AS,12,SEA,BOS,300,2496,9,48
2014,7,12,801,-4,1026,1,WN,N265WN,2259,PDX,SAN,133,933,8,1
2014,12,7,1639,-11,1930,10,AS,N613AS,514,SEA,SNA,144,978,16,39
2014,6,1,804,-6,1006,-9,WN,N651SW,599,SEA,OAK,98,671,8,4
2014,2,2,2301,1,154,-4,AS,N564AS,103,SEA,ANC,209,1448,23,1
2014,11,18,1419,-6,1645,-1,OO,N606SK,4540,SEA,LAS,121,867,14,19
2014,11,5,831,1,1254,-21,AS,N565AS,879,SEA,LIH,367,2701,8,31
2014,6,15,614,-1,849,-6,AS,N546AS,470,SEA,SAN,135,1050,6,14
2014,11,3,643,-7,823,-11,AS,N533AS,805,SEA,SMF,76,605,6,43
2014,1,18,1750,-10,2126,-3,US,N659AW,577,PDX,PHX,125,1009,17,50
2014,9,26,1207,0,2010,16,DL,N394DA,2527,SEA,ATL,269,2182,12,7
2014,1,30,1320,-5,1557,-28,AS,N644AS,123,SEA,FAI,196,1533,13,20
2014,2,25,1947,-8,2127,-11,AS,N518AS,404,PDX,SJC,87,569,19,47
2014,5,30,1730,-5,1954,-1,AS,N795AS,562,PDX,LAX,119,834,17,30
2014,6,24,655,-5,916,-16,OO,N803SK,4597,SEA,LAS,114,867,6,55
2014,9,30,1003,78,1253,68,HA,N399HA,21,SEA,HNL,315,2677,10,3
2014,9,2,1303,1,1511,-18,DL,N3745B,716,SEA,LAS,108,867,13,3
2014,1,31,1817,-3,2024,-1,UA,N38467,1173,SEA,SFO,99,679,18,17
2014,7,28,1928,3,2138,8,VX,N628VA,759,SEA,SFO,114,679,19,28
2014,1,31,827,-3,1335,-10,DL,N586NW,588,SEA,MSP,166,1399,8,27
2014,2,15,556,-4,828,-16,DL,N361NW,1831,PDX,SLC,77,630,5,56
2014,6,14,736,-4,1509,-14,DL,N1613B,128,SEA,ATL,252,2182,7,36
2014,7,1,2213,3,44,6,AS,N431AS,89,SEA,ANC,172,1448,22,13
2014,9,29,1409,-6,1639,-5,B6,N527JB,407,SEA,LGB,124,965,14,9
2014,7,29,1543,-2,1631,-9,AS,N795AS,67,SEA,KTN,91,680,15,43
2014,7,9,1644,19,1823,13,WN,N648SW,1995,SEA,SMF,85,605,16,44
2014,5,15,2152,-3,23,1,AS,N619AS,450,SEA,LAX,123,954,21,52
2014,11,15,849,-6,1207,-15,US,N151UW,519,PDX,PHX,122,1009,8,49
2014,5,1,1543,-7,1804,-3,AS,N614AS,584,PDX,SNA,125,859,15,43
2014,11,5,1042,2,1426,-14,AS,N622AS,794,SEA,ABQ,146,1180,10,42
2014,3,18,924,3,1019,6,OO,N582SW,5428,PDX,SEA,42,129,9,24
2014,9,10,1524,-6,2307,-30,AS,N587AS,14,SEA,EWR,269,2402,15,24
2014,9,11,1210,-5,1401,-14,WN,N613SW,433,SEA,OAK,97,671,12,10
2014,9,25,1509,24,1835,25,WN,N8610A,173,PDX,DEN,130,991,15,9
2014,6,18,1832,-3,1930,2,AS,N618AS,69,SEA,KTN,100,680,18,32
2014,5,19,653,-4,1018,-12,AS,N525AS,676,SEA,DEN,128,1024,6,53
2014,8,6,1026,13,1403,16,F9,N204FR,138,SEA,DEN,130,1024,10,26
2014,4,29,858,-2,1057,-8,WN,N372SW,502,SEA,SJC,105,697,8,58
2014,3,16,1452,37,2228,10,B6,N768JB,598,SEA,BOS,260,2496,14,52
2014,7,2,935,105,1024,97,AS,N767AS,65,SEA,KTN,95,680,9,35
2014,10,6,559,-1,854,-6,DL,N6703D,1634,SEA,SLC,86,689,5,59
2014,5,17,2015,-5,2216,0,AS,N563AS,226,SEA,SJC,104,697,20,15
2014,7,30,1719,14,2001,1,DL,N140LL,2237,SEA,HNL,320,2677,17,19
2014,3,25,555,-5,806,-4,WN,N556WN,3956,PDX,LAS,112,763,5,55
2014,6,1,2006,1,2236,-9,WN,N611SW,380,PDX,PHX,134,1009,20,6
2014,11,28,2249,4,552,-18,DL,N827DN,503,PDX,ATL,221,2172,22,49
2014,4,7,47,-4,555,-4,DL,N124DE,2487,SEA,MSP,164,1399,0,47
2014,3,13,2315,-5,447,-3,AA,N3JXAA,1230,SEA,DFW,190,1660,23,15
2014,9,14,2131,-1,508,-32,UA,N37277,1695,SEA,EWR,262,2402,21,31
2014,8,30,1951,6,2222,14,DL,N808DN,2146,SEA,ANC,195,1448,19,51
2014,6,2,2011,1,2114,13,AS,N708AS,694,SEA,GEG,37,224,20,11
2014,10,21,601,1,1149,-1,AA,N3KBAA,1094,SEA,DFW,204,1660,6,1
2014,8,8,2349,-1,532,2,AS,N570AS,660,SEA,DFW,201,1660,23,49
2014,4,22,702,-8,944,2,AS,N548AS,644,PDX,PHX,141,1009,7,2
2014,11,10,1627,-4,1914,-11,DL,N6713Y,128,SEA,SLC,87,689,16,27
2014,8,13,1315,10,1900,4,AS,N579AS,664,SEA,DFW,201,1660,13,15
2014,5,6,1502,-3,1806,15,AS,N564AS,650,SEA,PHX,160,1107,15,2
2014,11,22,1454,-6,1817,-30,US,N838AW,484,SEA,PHX,127,1107,14,54
2014,2,5,1347,42,1914,21,AS,N320AS,664,SEA,DFW,186,1660,13,47
2014,6,18,2051,28,2318,5,US,N664AW,648,SEA,PHX,128,1107,20,51
2014,6,12,2335,101,757,117,UA,N423UA,754,PDX,EWR,287,2434,23,35
2014,4,17,1141,-4,1833,-25,DL,N816DN,2424,SEA,DTW,212,1927,11,41
2014,6,10,1115,15,1350,23,AS,N559AS,91,SEA,ANC,196,1448,11,15
2014,6,14,1410,19,2022,42,UA,N38451,1553,PDX,ORD,224,1739,14,10
2014,7,31,2201,51,34,35,AS,N614AS,145,PDX,FAI,201,1640,22,1
2014,3,16,1404,0,2014,-5,UA,N57439,1655,SEA,IAH,219,1874,14,4
2014,5,29,1034,36,1237,26,UA,N820UA,814,SEA,SFO,99,679,10,34
2014,4,11,1142,-3,1825,-33,DL,N815DN,2424,SEA,DTW,204,1927,11,42
2014,4,9,558,-2,1254,-16,DL,N678DL,2488,SEA,DTW,212,1927,5,58
2014,6,1,1129,-1,1422,-3,WN,N759GS,785,SEA,SLC,94,689,11,29
2014,10,3,1121,6,1717,-28,WN,N8639B,4196,SEA,BNA,215,1978,11,21
2014,4,1,1506,-4,1734,-6,US,N680AW,444,PDX,PHX,134,1009,15,6
2014,5,9,1111,21,1328,32,AS,N791AS,310,SEA,SFO,103,679,11,11
2014,3,31,820,0,953,-12,WN,N649SW,2618,PDX,OAK,83,543,8,20
2014,8,1,1123,-2,1641,6,DL,N339NW,2200,PDX,MSP,175,1426,11,23
2014,3,24,1832,-13,2110,-6,AS,N612AS,510,SEA,SNA,144,978,18,32
2014,1,25,1844,-1,2112,-8,AS,N557AS,480,SEA,SAN,134,1050,18,44
2014,10,16,1201,1,1435,5,AS,N413AS,460,SEA,LAX,133,954,12,1
2014,7,17,1127,22,1703,13,WN,N8324A,289,SEA,STL,199,1709,11,27
2014,6,30,1101,1,1851,-7,US,N112US,2092,SEA,CLT,269,2279,11,1
2014,6,5,2233,-2,123,5,AS,N407AS,143,PDX,ANC,209,1542,22,33
2014,2,13,2157,-3,22,-34,AS,N423AS,117,SEA,ANC,186,1448,21,57
2014,2,28,656,1,1000,35,AS,N408AS,470,SEA,LAX,157,954,6,56
2014,7,20,1359,-1,1956,6,AA,N3HKAA,2318,SEA,DFW,204,1660,13,59
2014,12,12,1329,4,1706,9,AS,N612AS,682,SEA,DEN,137,1024,13,29
2014,9,15,1027,-10,1400,-13,UA,N562UA,765,SEA,DEN,123,1024,10,27
2014,4,11,2109,-1,2355,5,UA,N69813,1603,SEA,ANC,212,1448,21,9
2014,4,21,2307,-3,123,-27,AS,N408AS,125,SEA,ANC,177,1448,23,7
2014,3,1,700,5,1245,7,AS,N413AS,668,SEA,DFW,196,1660,7,0
2014,11,11,1055,-5,1427,-7,UA,N489UA,235,SEA,DEN,130,1024,10,55
2014,2,12,2227,-3,2345,7,OO,N582SW,5437,PDX,LMT,63,241,22,27
2014,6,4,1203,-4,1251,1,OO,N294SW,5325,PDX,RDM,32,116,12,3
2014,12,31,641,1,815,-5,VX,N851VA,805,PDX,SFO,79,550,6,41
2014,1,27,555,-5,1138,-12,AA,N3BUAA,1094,SEA,DFW,189,1660,5,55
2014,12,12,1127,2,1513,21,US,N669AW,574,PDX,PHX,150,1009,11,27
2014,7,19,1929,-9,2254,-9,F9,N220FR,794,PDX,DEN,127,991,19,29
2014,4,13,1214,-3,1448,-16,AS,N532AS,658,SEA,TUS,142,1216,12,14
2014,10,10,2346,-4,219,-12,AS,N768AS,121,SEA,ANC,199,1448,23,46
2014,9,22,2003,-2,2235,-5,VX,N624VA,798,SEA,LAX,127,954,20,3
2014,12,22,1701,61,1754,54,AS,N644AS,696,SEA,GEG,36,224,17,1
2014,5,28,1433,-7,1719,3,AS,N792AS,494,SEA,SAN,147,1050,14,33
2014,9,10,1507,-3,1726,-16,US,N644AW,628,PDX,PHX,126,1009,15,7
2014,2,27,1313,-7,2049,-21,US,N123UW,1805,SEA,CLT,258,2279,13,13
2014,1,1,817,-3,1158,-7,WN,N379SW,253,SEA,ABQ,138,1180,8,17
2014,11,26,1521,-4,1733,-1,AS,N462AS,308,SEA,SFO,106,679,15,21
2014,10,19,643,-2,728,-9,OO,N187PQ,4603,PDX,SEA,31,129,6,43
2014,12,23,1009,6,1300,4,DL,N6715C,1857,SEA,SLC,84,689,10,9
2014,11,28,927,-3,1639,-30,AS,N467AS,746,SEA,ATL,234,2182,9,27
2014,12,23,2315,45,735,75,US,N536UW,702,SEA,PHL,297,2378,23,15
2014,11,15,1852,7,2223,-2,AS,N440AS,630,SEA,PHX,131,1107,18,52
2014,8,2,1524,9,1742,-4,AS,N408AS,101,SEA,ANC,180,1448,15,24
2014,2,14,1034,-1,1254,-31,AS,N518AS,127,SEA,ANC,187,1448,10,34
2014,8,29,1637,-8,1912,-23,WN,N703SW,573,SEA,PHX,138,1107,16,37
2014,12,24,806,1,1048,3,OO,N632SK,4476,SEA,PSP,133,987,8,6
2014,11,23,1552,-8,1643,-6,OO,N603SK,4611,SEA,PDX,28,129,15,52
2014,6,3,1410,-4,2016,-4,UA,N481UA,998,SEA,ORD,202,1721,14,10
2014,8,17,2117,22,2347,21,AS,N518AS,534,SEA,ONT,129,956,21,17
2014,6,16,1723,53,1942,52,WN,N376SW,1498,PDX,SAN,120,933,17,23
2014,3,13,645,-5,1148,-12,AS,N584AS,36,SEA,MSP,169,1399,6,45
2014,6,21,701,1,1200,-11,DL,N594NW,2314,SEA,MSP,162,1399,7,1
2014,2,3,1237,212,2040,206,AS,N423AS,8,SEA,EWR,281,2402,12,37
2014,10,5,1516,3,1833,-21,UA,N34460,1603,SEA,DEN,122,1024,15,16
2014,6,8,2207,72,29,66,AS,N613AS,534,SEA,ONT,126,956,22,7
2014,9,4,1250,39,1840,23,UA,N14242,1081,PDX,IAH,217,1825,12,50
